3,0.000014,4,12,F
4,0.000011,5,10,M
2,0.000012,4,14,E
5,0.000014,4,14,F
6,0.000015,6,15,M 
4,0.000014,3,8,E 
4,0.000015,2,8,M
10,0.000018,8,38,F
6,0.000015,6,20,M
4,0.000014,3,8,E
7,0.000016,6,24,E
12,0.000065,11,50,F
5,0.000006,3,12,M
